codice,"nome associazione",sito,comune,cap,provincia,regione,categoria
295,"Tappeto Volante Padova | Tappeto Volante Padova &#8211; Culture in ballo",http://www.tappetovolantepadova.com,,,,,1-4
296,"ISTITUTO PER I BENI ARTISTICI, CULTURALI E NATURALI",http://rivista.ibc.regione.emilia-romagna.it,Bologna,40127,BO,EMR,1-4
297,"News - Padovarte",http://www.padovarte.com/,Padova,35134,PD,VEN,1
298,"Homepage &mdash; E-R Scuola",http://scuola.regione.emilia-romagna.it,Bologna,40127,BO,EMR,1-4
299,"Padova Soccorso - Onlus",http://www.padovasoccorso.it/,Padova,35136,PD,VEN,00
300,azzurro.it,http://www.azzurro.it/,Palermo,90146,PA,SIC,00
301,"Regione Emilia-Romagna &mdash; E-R Sociale",http://sociale.regione.emilia-romagna.it,Bologna,40127,BO,EMR,1-4
302,"Home - Tara Cittamani	",http://www.taracittamani.it,,,,,1
303,"Padova Triathlon",http://www.padovatriathlon.it,Padova,35125,PD,VEN,1-4
304,"circolo deva - yoga - meditazione - corsi -padova",http://www.padovayoga.org/,Padova,35137,PD,VEN,1
305,"Rete Anticorpi",http://www.anticorpi.org,,,,,1
306,www.palioarcella.it,http://www.palioarcella.it,,,,,1
307,"Scuola di Danza Ballet Center a Padova dal 1982",http://www.balletcenter.it,Padova,35142,PD,VEN,1-4
308,suldivano.org/,http://suldivano.org/,,,,,1
309,"Centro Giovanile Antonianum",http://www.antonianum.info/,,,,,1-4
310,"Balletto.net - il giornale della danza",http://www.balletto.net,,,,,1
311,"Benvenuto nella nostra realtà...",http://teniamoci.it/,,,,,00
312,"Prima Pagina :: Il pane e le rose - classe capitale e partito",http://www.pane-rose.it,,,,,1-4
313,"hacker | Just another WordPress site",http://topfocusmusica.altervista.org/blog/,,,,,1
314,"Team for Children onlus - IL NOSTRO IMPEGNO NEL SORRISO DI UN BAMBINO",http://www.teamforchildren.it,,,,,1-4
315,"ApneaBlukad -",http://www.apneablukad.it/,,,,,00
316,"TeamPhotoTravel - Home",http://www.teamphototravel.it/,,,,,1
317,"Pari e uguali",http://www.parieuguali.it,,,,,00
318,AppaloosaItaly,http://www.appaloosaitaly.com/,Portogruaro,30026,VE,VEN,1
319,"Home - CambiScena | Improvvisazione Teatrale Padova",http://www.cambiscena.it/,Padova,35127,PD,VEN,1
320,Home,http://www.applelettrosmog.it,Padova,35141,PD,VEN,00
321,"Camera Minorile di Padova	",http://www.cameraminorilepadova.it/,,,,,1
322,"Ass.Prom.Soc. Prometeus",http://www.apsprometeus.it/,Padova,35100,PD,VEN,1-4
323,"ParmaSub - News",http://www.parmasub.it/news.php,,,,,4
324,"ArcaDiNoi Homepage",http://www.arcadinoi.org,,,,,1
325,"&nbsp;Home&nbsp;&#124;&nbsp; Societ� Archeologica Veneta",http://www.archeovenetaonlus.it,Padova,35121,PD,VEN,00
326,"Valentina Penello Onlus",http://valentinapenellonlus.org/,"Bassano in Teverina",1030,VT,LAZ,1
327,"archibiodesign :: Home",http://www.archibiodesign.org,,,,,00
328,"Cantieri d&#039;Ottobre | Se non siete come tutti gli altri, mostratelo",http://www.cantieridottobre.com/,,,,,1
329,www.arciconfraternitasantantonio.org,http://www.arciconfraternitasantantonio.org,,,,,00
330,Untitled,http://www.parrocchiabrusegana.it/,Padova,35143,PD,VEN,1
331,www.capitpadova.it,http://www.capitpadova.it,,,,,00
332,"Compagnia Arcieri Padovani",http://www.arcieripadovani.com,,,,,00
333,"360 GRADI Il portale del tempo libero",http://www.360gradi.info,,,,,1-4
334,"i Carichi Sospesi",http://www.carichisospesi.com,,,,,1
335,"Carla Stella",http://www.carlastella.it/,,,,,1
336,"A.S.D. Pattinaggio Artistico Altichiero",http://www.pattinaggioaltichiero.com/,Padova,35135,PD,VEN,4
337,"www.casettamichelino.it - Casetta Michelino",http://www.casettamichelino.it/,,,,,4
338,"Casting provini e informazioni per lavorare nello spettacolo | www.castingeprovini.com",http://www.castingeprovini.com,,,,,1
339,"PeaceLink - Homepage",http://www.peacelink.it,,,,,1
340,"Libera Espressione - ASD Libera Espressione",http://www.asdliberaespressione.it/,,,,,4
341,"pel di carota",http://www.peldicarota.it/,Padova,35139,PD,VEN,1
342,"Home | CEAV",http://www.ceavonlus.org/,Padova,35131,PD,VEN,00
343,"ABC Solutions - Pubblicit� Medicina di Gruppo, Poliambulatori, Digital Signage, LCD sala d&#039;aspe",http://www.abcsolutions.it,Spinea,30038,VE,VEN,1
344,www.perilmondo.org,http://www.perilmondo.org,,,,,00
345,"Abracalam | Abracalam",http://www.abracalam.org,,,,,1
346,"Ceccarello Innovazione srl - Home",http://www.ceccarelloinnovazionesrl.it,Padova,35134,PD,VEN,1
347,"Pe.R. Me. | [Persona][Relazioni][Mediazione]",http://www.perme.info/,,,,,1
348,www.perunanuovavita.org,http://www.perunanuovavita.org,,,,,00
349,"Asem Italia onlus | organizzazione non-profit per aiutare bambini e giovani del Mozambico",http://www.asemitalia.org,Baone,35030,PD,VEN,1
350,Home,http://www.perunsorriso.com,,,,,1
351,"Cecilia &raquo; per la ricerca",http://www.ceciliaperlaricerca.it,Padova,35125,PD,VEN,1
352,asergraf-grafologia.it,http://www.asergraf-grafologia.it/,,,,,1
353,"COLUMNA: associazione socio-culturale italo- romena",http://www.ass-columna.org/,,,,,00
354,"Centro Studi Danza Classica",http://www.centrodanzapadova.it/,Padova,35137,PD,VEN,1
355,"associazione artistica citt� di Padova",http://www.assartepadova.it,Padova,35121,PD,VEN,1
356,"Home - Accademia Lorenzo Da Ponte",http://www.accademiadaponte.it,"Vittorio Veneto",31029,TV,VEN,1-4
357,"Pet Project - Pet Therapy, Educazione Cinofila, Istruzione Cinofila",http://www.petproject.it,,,,,00
358,www.centrodipsicomotricitarelazionale.it,http://www.centrodipsicomotricitarelazionale.it/,,,,,00
359,"Centro Documentazione Donna ""Lidia Crepet""",http://www.centrolidiacrepet.it,,,,,1
360,"[Accademia Galileiana di Scienze Lettere ed Arti in Padova]",http://www.accademiagalileiana.it/,,,,,1
361,"Associazione Culturale Balbino del Nunzio",http://www.assbalbinodelnunzio.it/,,,,,4
362,"Serenamente - Home Page",http://www.centroserenamente.com/,Padova,35137,PD,VEN,00
363,"Petrarca Scherma",http://www.petrarcascherma.it,,,,,4
364,"Centro Studi Teatrali Tito Livio",http://www.centrostuditeatralititolivio.it,,,,,00
365,"Assieme per rendere il melanoma sempre più curabile",http://www.piccolipunti.it/,Padova,35131,PD,VEN,1-4
366,"Centro Ottava - Scuola professionale di musica &#8211; Roma",http://www.centrottava.it,,,,,1
367,"Asssociazione Insieme",http://www.assinsieme.com,,,,,1-4
368,"Centro Universitario Padova",http://www.centrouniversitariopd.it,Padova,35121,PD,VEN,1
369,www.cesp-pd.it,http://www.cesp-pd.it,,,,,00
370,"A.M. Associazione Miastenia",http://www.assmiastenia.it,,,,,00
371,"Piccolo Teatro Padova",http://www.piccolo-padova.it,Padova,35142,PD,VEN,1
372,"Planetario di Padova",http://www.planetariopadova.it/index.php,Padova,35100,PD,VEN,1
373,"Associazione Musicainsieme",http://www.assmusicainsieme.it,"Luserna San Giovanni",10062,TO,PIE,1
374,"Point Ticket - Biglietti per Teatro, Concerti, Cinema, Parchi, Mostre, Musei, Eventi Sportivi",http://www.pointticket.it,,,,,1-4
375,"Polisportiva Brentella",http://www.polisbrentella.it,,,,,4
376,"Accademia Teatrale Veneta: Scuola di Teatro a Venezia",http://www.accademiateatraleveneta.com,Venezia,30133,VE,VEN,1
377,"Ciai | Centro Italiano Aiuti all&#039;Infanzia",http://www.ciai.it,Milano,20142,MI,LOM,1
378,CICAP,http://www.cicap.org,,,,,00
379,"IN EVIDENZA - ACS - Associazione di Cooperazione e Solidarietà",http://www.acs-italia.it/,,,,,1
380,"Associazione Cilla",http://www.cilla.it/,Padova,35128,PD,VEN,00
381,www.acsipadova.it,http://www.acsipadova.it/,,,,,00
382,"ARKA associazione culturale Padova",http://www.assoarka.it,Padova,35132,PD,VEN,1-4
383,"Popoli Insieme | associazione di volontariato a Padova",http://www.popolinsieme.eu,,,,,1
384,Activitaonlus,http://www.activitaonlus.it,Padova,35134,PD,VEN,00
385,www.poste-impresa.it,http://www.poste-impresa.it,,,,,00
386,"CIN CENTRO INIZIATIVE NUOVE",http://www.cin-padova.it,,,,,1
387,"Associazione Dante Alighieri: laboratorio di poesia classica",http://www.adalabo.blogspot.com,Padova,35125,PD,VEN,1
388,"Studi professionali e professionisti italiani: avvocati, commercialisti, architetti",http://www.professionisti.it,,,,,1-4
389,"Progetto Dogon | Mali",http://www.progettodogon.org/,Padova,35141,PD,VEN,00
390,"Teatro - Spettacoli teatrali",http://www.teatro.it,Milano,20144,MI,LOM,1
391,Home,http://www.progettogulliver.org/,Padova,35123,PD,VEN,00
392,"Progetto Mattone Internazionale - ULSS 10 Veneto Orientale",http://www.progettomattoneinternazionale.it,,,,,00
393,"Risorsa Longevità",http://www.risorsalongevita.org/,,,,,4
394,"Ristretti Orizzonti. Sito di cultura e informazione dal carcere",http://www.ristretti.it,,,,,00
395,Ritmolandia,http://www.ritmolandia.it,,,,,1
396,Adnkronos,http://www.adnkronos.com,Roma,153,RM,LAZ,1-4
397,"Teatro Ai Colli",http://www.teatroaicolli.com/,,,,,1
398,CinemadaMare,http://www.cinemadamare.com,Roma,136,RM,LAZ,1-4
399,"Teatro Bonci",http://www.teatrobonci.it,,,,,1
400,"UAAR Padova - Home",http://www.uaar.it/padova,Padova,35138,PD,VEN,1
401,"il Blog sull&#039;Adozione a Distanza",http://www.adozione-a-distanza.info,Milano,20134,MI,LOM,00
402,"Avis Provinciale di Padova",http://www.avisprovincialepadova.it,Padova,35131,PD,VEN,1
403,www.aeapd.it/,http://www.aeapd.it/,,,,,00
404,"Unione Italiana dei Ciechi e degli Ipovedenti - ONLUS - Pagina iniziale",http://www.uiciechi.it,Roma,187,RM,LAZ,1
405,"viaventisettembre.it | corsi, viaggi, visite alle mostre, appuntamenti in libreria",http://www.rossoprofili.it/,Padova,35122,PD,VEN,1
406,"Untitled Document",http://www.ruzzantini.it,,,,,00
407,"Amici dei Popoli Padova | Associazione di volontariato",http://www.amicideipopolipadova.it/,,,,,1
408,"They call it Europe... we call it home!",http://www.aegeepadova.org,,,,,1-4
409,"A.E.R.CO. - Associazione Emiliano-Romagnola Cori",http://www.aerco.it/,,,,,00
410,"Associazione Amici della Musica Milano",http://www.amicidellamusicamilano.it,Milano,20142,MI,LOM,1
411,"AVO Padova",http://www.avopadova.org,Padova,35128,PD,VEN,1
412,"Amici della Musica Palermo",http://www.amicidellamusicapalermo.it,,,,,1
413,"AFASIA &#8211; Volontari veneti A.IT.A &#8211; Padova",http://www.afasiavolontarivenetiaita.it/,,,,,00
414,"AFIC - Associazione Festival Italiani di Cinema",http://www.aficfestival.it,,,,,1-4
415,"Entra nel Sito",http://www.agdpadova.it/,,,,,00
416,"San Marco Calcio",http://www.sanmarcocalcio.com/,Padova,35129,PD,VEN,4
417,www.sanpiox.org,http://www.sanpiox.org,,,,,00
418,"Associazione culturale CINEMAZERO - CINEMA - FILM - SPETTACOLI - Sala Grande, Sala Pasolini, Sala To",http://www.cinemazero.org,Pordenone,33170,PN,FVG,1
419,"Anec Home page",http://www.cineweb-er.com,,,,,1
420,"Fondazione Giorgio Cini Onlus | Il sito della Fondazione Giorgio Cini. L&#039;offerta culturale, gli",http://www.cini.it,Venezia,30123,VE,VEN,1
421,"Agendaonline.it &gt;&gt; Idee per tempo libero, viaggi e vacanze.",http://www.agendaonline.it,Milano,20148,MI,LOM,1-4
422,www.agenziaentrate.gov.it,http://www.agenziaentrate.gov.it,,,,,00
423,"Associazione Nazionale Arma di Cavalleria - HOME",http://www.assocavalleria.it,,,,,00
424,"Circolo della lirica",http://www.circolodellalirica.it,,,,,1
425,"Circolo Amici della musica G. Frescobaldi - Ferrara",http://www.circolofrescobaldi.it/,,,,,1
426,"AGIMUS PADOVA",http://www.agimuspadova.com/,"Noventa Padovana",35027,PD,VEN,1
427,"UILDM Padova",http://www.uildmpadova.it/,Padova,35143,PD,VEN,00
428,"Circolo Santa Cecilia Padova",http://www.circolosantaceciliapd.it,,,,,1
429,"Societ� di San Vincenzo de Paoli - Federazione Nazionale Italiana",http://www.sanvincenzoitalia.it/,Roma,47511,RM,LAZ,1
430,"www.associazione-melody.com - Home",http://www.associazione-melody.com,,,,,1
431,"&nbsp;Home&nbsp;&#124;&nbsp; Associazione Ci Siamo Anche Noi",http://www.cisiamoanchenoi-pd.org/,Padova,35129,PD,VEN,1
432,"Agriturismi Emilia Romagna | Agriturst er",http://www.agriturist-er.it,,,,,1-4
433,"Uisp - Unione Italiana Sport Per tutti - Comitato Territoriale Padova",http://www.uisp.it/padova/,Padova,35135,PD,VEN,1-4
434,"Associazione Tangram",http://www.associazione-tangram.it/,Padova,35137,PD,VEN,00
435,"Associazione Andrea Pescia - Per i Bimbi del Brasile",http://www.associazioneandreapescia.org/,,,,,00
436,"Associazione Antigone",http://www.associazioneantigone.it,,,,,00
437,"Museo dei Bambini di Padova",http://www.musbapa.it/,,,,,00
438,"Agronomi e Forestali Senza Frontiere",http://www.agronomisenzafrontiere.it/,,,,,1
439,"Home Page | Scienza e Governo",http://www.scienzaegoverno.org/,Padova,35124,PD,VEN,1
440,Home,http://www.associazionearcobaleno.it,Padova,35135,PD,VEN,00
441,"Associazione UNICA TERRA",http://www.unicaterra.it/,,,,,00
442,www.unipd-org.it/ARCS,http://www.unipd-org.it/ARCS,,,,,00
443,"..::A.H.P. PADOVA - Associazione Hockey Pattinaggio Padova - ASD::..",http://www.ahppadova.it,Padova,12127,PD,VEN,4
444,"Associazione Cuki",http://www.associazionecuki.it/,Albignasego,35020,PD,VEN,1
445,"Museo Veneto del Giocattolo | la più ampia collezione di giocattoli antichi nel Veneto",http://www.museovenetogiocattolo.it/,Padova,35142,PD,VEN,1
446,"Associazione Diritti Umani - Sviluppo Umano",http://www.associazionedirittiumani.it/,,,,,00
447,www.associazionedragodoro.it,http://www.associazionedragodoro.it,,,,,00
448,,http://www.unmspd.org,,,,,00
449,"Music Marche Accordions",http://www.music-marche.com,,,,,00
450,"Scout Pablo Neruda",http://www.scoutneruda.it,Padova,35143,PD,VEN,4
451,"Associazione Helyos",http://www.associazionehelyos.it,Padova,35127,PD,VEN,1-4
452,"Aiab Veneto home",http://www.aiabveneto.org,Padova,35127,PD,VEN,1
453,"Scuola di Musicoterapia - Home",http://www.scuoladimusicoterapia.it,,,,,1
454,"Associazione Culturale InfinitaMente",http://www.associazioneinfinitamente.it/,,,,,1
455,"Scuola di Teatro di Bologna 'Alessandra Galante Garrone'",http://www.scuoladiteatrodibologna.it,,,,,1
456,"Homepage - U.S. Arcella",http://www.usarcella.com/,Padova,35132,PD,VEN,1-4
457,usdsalboro.it,http://www.usdsalboro.it,,,,,4
458,"ALTA: sito ufficiale Associazione Lagunari Truppe Anfibie a cura della Sez. di Bergamo",http://www.associazionelagunari.it,,,,,4
459,Redirect...,http://www.associazionelinfa.it,,,,,00
460,Scuolafamiglia,http://www.scuolafamiglia.org,Padova,35126,PD,VEN,4
461,"AIB-WEB - Il web dell&#039;Associazione Italiana Biblioteche",http://www.aib.it,Roma,185,RM,LAZ,1-4
462,"Associazione culturale Musica 90",http://www.musica90.net,Torino,10152,TO,PIE,1
463,"Us Juvenilia BP | Sito Ufficiale della Juvenilia B.P. di Padova",http://www.usjuvenilia.it,,,,,00
464,"Document sans nom",http://www.musicaanticamagnano.com,,,,,1
465,"Scuola di Musica Roma e Palestrina | Accademia Musicale Praeneste",http://www.scuolamusicale.com,Palestrina,36,RM,LAZ,1
466,"Ai.Bi. Amici dei Bambini - sostieni il diritto di essere figlio",http://www.aibi.it/ita/,"San Giuliano Milanese",20098,MI,LOM,1
467,"Associazione Mimosa - Padova",http://www.associazionemimosa.org,Padova,35127,PD,VEN,1
468,"AICA - Accademia Internazionale della Cultura e delle Arti | home&nbsp;|&nbsp;Keyword",http://www.aicaweb.it,,,,,1
469,"Associazione Musicale Lucchese",http://www.associazionemusicalelucchese.it,,,,,1
470,"Self Defence and Martial Team",http://www.sdmteam.it/,Padova,35137,PD,VEN,4
471,"Unione Sportiva Torre",http://www.ustorre.org/,,,,,4
472,"Home - Aics Veneto",http://www.aicsveneto.it,Padova,35129,PD,VEN,1-4
473,"Associazione Nemesi",http://www.associazionenemesi.it/,,,,,1
474,"Valide Alternative",http://www.validealternative.com/,,,,,4
475,"Associazione Pulcino a favore dei bimbi nati prematuramente",http://www.associazionepulcino.it,,,,,1
476,"VALSESIA MUSICA",http://www.valsesiamusica.com,,,,,1
477,www.valsuganarugby.it,http://www.valsuganarugby.it,,,,,00
478,"Home - Associazione Welcome",http://www.associazionewelcome.it/,Padova,35125,PD,VEN,1-4
479,"Accademia Aikido Shochikubai",http://www.aikidopadova.com/,,,,,1-4
480,"~ Club Vecia Padova ~ Cultura - Arte - Sport - Tradizioni",http://www.veciapadova.org/,Padova,35138,PD,VEN,1-4
481,www.veladriatico.it,http://www.veladriatico.it,,,,,00
482,"Il sito delle associazioni di Milano e provincia",http://www.associazioni.milano.it,,,,,1-4
483,"associ@zionifvg - Il primo motore di ricerca delle organizzazioni e associazioni no profit del Friul",http://www.associazionifvg.it,,,,,00
484,"Locali, Serate ed Eventi nelle Marche - Seratiamo",http://www.seratiamo.it,,,,,1-4
485,"Veneto Factory | Musica | Video | Teatro | Danza | Creazioni | Eventi",http://www.venetofactory.com,,,,,1
486,Assonanza,http://www.assonanza.it,Mirandola,41037,MO,EMR,1
487,AIMI,http://www.aimi-musica.org,,,,,1
488,"Teatro Carcere Emilia Romagna",http://www.teatrocarcere-emiliaromagna.it,,,,,1
489,"Musicaficta | Star of the music universe!",http://www.musicaficta.org,,,,,1
490,"ASSP Padova - Home page",http://www.assp-padova.it/,,,,,1
491,"Venezia e la sua laguna",http://www.veniceandlagoon.net,Venezia,30124,VE,VEN,1-4
492,"Associazione Musica 900 | Stagione concerti Roma EUR",http://www.musicanovecento.com,Roma,195,RM,LAZ,1
493,VIDES,http://www.videsveneto.org,Padova,35139,PD,VEN,1
494,Teatrocontinuo,http://www.teatrocontinuo.it/,Padova,35127,PD,VEN,1
495,"Associazione culturale Musica Aperta di Milano - Scuola di musica per adulti, corsi e lezioni di mus",http://www.musicaperta.it,,,,,1
496,"Teatro a Padova, spettacoli, rassegne, corsi | Teatro de LiNUTILE",http://www.teatrodelinutile.com/,,,,,1
497,"Associazione Culturale MusicaVenezia",http://www.musicavenezia.org,,,,,1
498,www.teatrodellagranguardia.it,http://www.teatrodellagranguardia.it,,,,,1
499,www.musicaventunesimo.it,http://www.musicaventunesimo.it,,,,,1
500,"VIE Festival Modena - dal 9 al 25 ottobre 2014",http://www.viefestivalmodena.com,,,,,1-4
501,"302 Found",http://www.vippadova.org,,,,,00
502,"ATA.TEATROPADOVA | Associazione Teatro Amatoriale",http://www.atateatropadova.it,,,,,1
503,"Vivi-Amo Villa Breda",http://www.vivi-amovillabreda.blogspot.it/,,,,,1
504,"Mystartpage.it - Web directory dei migliori siti web.",http://www.mystartpage.it,,,,,1-4
505,"Teatro Fuori Rotta - Home",http://www.teatrofuorirotta.it/,Albignasego,35020,PD,VEN,1
506,"Nairi Onlus",http://www.nairionlus.org/,Padova,35139,PD,VEN,1-4
507,"Associazione Viviautismo Onlus",http://www.viviautismo.org/,Padova,35136,PD,VEN,1
508,ATER,http://www.ater.emr.it,Modena,41124,MO,EMR,1
509,"AINP &#8211; Onlus | Associazione Italiana Neuropatie Periferiche",http://www.neuropatia.it/,,,,,1
510,":: ATNIC ::",http://www.atnic.it/,,,,,00
511,"Il girotondo - Chi siamo",http://www.nidoilgirotondo.com/,Padova,35123,PD,VEN,00
512,"home | noiassociazione.org",http://www.noiassociazione.org,,,,,1
513,"Teatro invisibile",http://www.teatroinvisibile.it,,,,,1
514,Home,http://www.aipp.eu/home,,,,,00
515,"Home Page - Anai-it",http://www.autieri.it/,,,,,1-4
516,www.avamicizia.altervista.org,http://www.avamicizia.altervista.org,,,,,00
517,"Teatro Laterale",http://www.teatrolaterale.it,,,,,1
518,"Teatro Necessario",http://www.teatronecessario.it/,Colorno,43052,PR,EMR,1
519,"Coro VIP - Home",http://www.voiceinprogress.it/,Padova,35142,PD,VEN,1
520,"Noi Padova | Associazioni Circoli ed Oratori",http://www.noipadova.it,,,,,1-4
521,"Teatro Nucleo | Centro Produzione e ricerca teatrale",http://www.teatronucleo.org,Ferrara,44123,FE,EMR,1
522,"&nbsp;Home&nbsp;&#124;&nbsp; Volont� di vivere",http://www.volontadivivere.org,,,,,4
523,"A.I.T.Sa.M. Onlus - Associazione Italiana Tutela Salute Mentale",http://www.aitsam.it,,,,,1
524,HOME,http://www.teatropopolare.org,,,,,1
525,"Home page - Associazioni no Profit: il portale al servizio delle associazioni",http://www.nonprofit.viainternet.org,,,,,1-4
526,"Benvenuto in prima pagina",http://www.terepia.org,,,,,1
527,"Non Profit online - Il portale del terzo settore",http://www.nonprofitonline.it,Milano,20122,MI,LOM,1
528,"Parrocchia di Voltabarozzo",http://www.voltabarozzo.it/,Padova,35127,PD,VEN,1-4
529,"The Andromeda Society | Associazione Culturale, dal 1997",http://www.theandromedasociety.org,,,,,1
530,"Comitato Padova Est",http://www.aiutiamoliaviverepadovaest.org/,"Noventa Padovana",35027,PD,VEN,1
531,"Associazione YaBasta",http://www.yabasta.it/,,,,,1
532,"Al-Anon/Alateen Italia",http://www.al-anon.it,,,,,1
533,"Associazione Tommaso Pengo",http://www.tommasopengo.org,,,,,4
534,"Home - Ynsula - Armonia yoga",http://www.ynsula.it/,Padova,35123,PD,VEN,1
535,"Benvenuti su ALICE per i DCA",http://www.aliceperidca.it/,Padova,35136,PD,VEN,1-4
536,"快便 | 痔の症状を改善するには専門家の意見を聞こう",http://www.tonicorti.org,,,,,00
537,"ZaLab - Video Partecipativo e Documentari",http://www.zalab.org,Padova,35125,PD,VEN,1
538,"Alliance Française di Padova &raquo; HOME",http://www.alliancefr.pd.it/,,,,,1
539,"River Film Festival | RFF",http://www.riverfilmfestival.org/,,,,,1-4
540,"Compagnia della Torlonga - Spettacoli di combattimento medievale e corsi di scherma storica in Padov",http://www.torlonga.it/,,,,,1
542,www.tycoon.pd.it,http://www.tycoon.pd.it,,,,,00
543,"ALMC &#8211; Associazione Lirico Musicale Clodiense | La Musica a Chioggia",http://www.almc.it,Chioggia,30015,VE,VEN,1
544,"ZENSKY-PADOVA FEMMINILE :: Calcio Femminile Padova :: Serie B Veneto",http://www.zenskypadovafemminile.it,,,,,4
545,"Altragricoltura Nord Est - Official site",http://www.altragricolturanordest.it/,,,,,1
546,"Zoo Contenitori Culturali",http://www.zoo-arcipd.it/,,,,,1
547,www.altrimentimusicali.org,http://www.altrimentimusicali.org/,,,,,1
548,"Centro Studi Alvise Cornaro",http://www.alvisecornaro.org/,Padova,35122,PD,VEN,00
549,"Associazione Musicale Anton Diabelli - Padova - Home",http://www.amad.it,,,,,1
550,"Gruppo AMB di Padova",http://www.ambpadova.it/,,,,,1
551,"Home Page - Camera di Commercio di Roma - CCIAA Roma",http://www.rm.camcom.it,"Guidonia Montecelio",12,RM,LAZ,1-4
552,"Associazione culturale &quot;Antonio Rosmini&quot;",http://www.rosminipadova.it/,Padova,35128,PD,VEN,1
