"sito associazione",categoria
http://www.faremondi.it/,"Tutela dei cittadini"
http://www.farlottine.it,"Istruzione e sostegno"
http://www.fasciaboscata.it,"associazione di donatori"
http://www.fattoriabilita.it,"Non classificato"
http://www.federamrare.altervista.org/,"associazione di donatori"
http://www.federamrare.altervista.org/,"Disabili e Handicap"
http://www.federamrare.altervista.org/,"Recupero e assistenza"
http://www.federamrare.altervista.org/,"Tutela dei cittadini"
http://www.federbio.it/,"associazione di donatori"
http://www.federconsumatoribologna.it,"Tutela degli animali"
http://www.federgev.it,"Non classificato"
http://www.felsinei.com,Famiglia
http://www.ferraramusica.it/,musica
http://www.fest-festival.net/,"Arte e cultura"
http://www.fest-festival.net/,musica
http://www.fest-festival.net/,Spettacolo
http://www.fidas-advs-bologna.org,"associazione di donatori"
http://www.fijlkamemiliaromagna.it/,sport
http://www.filodarianna.net,"Arte e cultura"
http://www.fitelemiliaromagna.it/,Lavoro
http://www.flashgiovani.it,musica
http://www.flashmusica.it,musica
http://www.flautomagico.it,musica
http://www.focusd.org/,"Non classificato"
http://www.fogolarbologna.it,"Non classificato"
http://www.fondazionecarisbo.it/,"Arte e cultura"
http://www.fondazionedelmonte.it/,"Non classificato"
http://www.fondazioneforensebolognese.it,"Associazione no profit"
http://www.fondazioneforensebolognese.it,Donne
http://www.fondazioneforensebolognese.it,"Tutela dei cittadini"
http://www.fondazionegdo.it/,sport
http://www.fondazionegolinelli.it/,"Arte e cultura"
http://www.fondazionegualandi.it/,"Non classificato"
http://www.fondazioneidea.org/,Medicina
http://www.fondazioneidea.org/,musica
http://www.fondazioneitaca.org/,"Non classificato"
http://www.fondazionesantaclelia.it/,"Non classificato"
http://www.forithanga.org/,"associazione di donatori"
http://www.forithanga.org/,Famiglia
http://www.forithanga.org/,"Tutela dei minori e adozioni"
http://www.forma-azioneinrete.it/,"associazione di donatori"
http://www.forma-azioneinrete.it/,"Tutela dei cittadini"
http://www.forma-azioneinrete.it/,Volontariato
http://www.fossolo.it/,"Arte e cultura"
http://www.fourdoc.it,"Arte e cultura"
http://www.francescofranciabasket.it/,Donne
http://www.francescofranciabasket.it/,Volontariato
http://www.fratellidizampa.it/,"Tutela degli animali"
http://www.fraternalcompagnia.it,Spettacolo
http://www.funsci.com/texts/index_it.htm,musica
http://www.gattilecalderara.com/,"Tutela degli animali"
http://www.genitori-ragazzi-down.it,Famiglia
http://www.genitori-ragazzi-down.it,"Tutela dei minori e adozioni"
http://www.genusbononiae.it,"Arte e cultura"
http://www.genusbononiae.it,musica
http://www.gevbologna.org,"Non classificato"
http://www.ghepardcalcio.it/,sport
http://www.giaccheverdi.it/emiliaromagna/,"Protezione civile"
http://www.gimbeducation.it,"associazione di donatori"
http://www.gimbeducation.it,Volontariato
http://www.ginnasticapersicetana.com,"Non classificato"
http://www.ginnasticarcobaleno.it/,"Non classificato"
http://www.giovanicreativi108.com,"Arte e cultura"
http://www.giovanicreativi108.com,"Ricerca scientifica"
http://www.giovanirilegatori.it/,Lavoro
http://www.girorotondo.it/,musica
http://www.girotondo-online.com,"Istruzione e sostegno"
http://www.globalaid.it,"associazione di donatori"
http://www.globalaid.it,Lavoro
http://www.globalaid.it,Volontariato
http://www.gplongara.it,"Non classificato"
http://www.gravita-zero.org,"associazione di donatori"
http://www.gravita-zero.org,"commercio equo-solidale"
http://www.gravita-zero.org,Famiglia
http://www.gravita-zero.org,"Ricerca scientifica"
http://www.gravita-zero.org,"Tutela dei minori e adozioni"
http://www.gris-imola.it/,"Disabili e Handicap"
http://www.gris-imola.it/,Famiglia
http://www.gris-imola.it/,"Tutela dei minori e adozioni"
http://www.gruppoceis.org,"Istruzione e sostegno"
http://www.gruppoelettrogeno.org,Spettacolo
http://www.grupponidiinfanzia.it,"Istruzione e sostegno"
http://www.gruppoyoda.org,"Non classificato"
http://www.gsriale.it/,sport
http://www.guidealpine-er.it,"Istruzione e sostegno"
http://www.guidealpine-er.it,Volontariato
http://www.gvc-italia.org,"Protezione civile"
http://www.handimatica.com/,"Istruzione e sostegno"
http://www.happytrailmtb.it,sport
http://www.harambe.it/,"Non classificato"
http://www.hbologna.net,sport
http://www.humanrightsnights.org,Donne
http://www.humanrightsnights.org,"Tutela dei cittadini"
http://www.iboitalia.org,Famiglia
http://www.icavallidelrenobologna.it/,"Non classificato"
http://www.icinquepani.it/web/,"Non classificato"
http://www.ideafamiglia.it/,"Non classificato"
http://www.ideavolley.it,sport
http://www.idraonlus.it,"commercio equo-solidale"
http://www.idraonlus.it,Medicina
http://www.idraonlus.it,musica
http://www.idraonlus.it,"Protezione civile"
http://www.idraonlus.it,"Tutela dei cittadini"
http://www.idraonlus.it,"Tutela dei minori e adozioni"
http://www.idraonlus.it,Volontariato
http://www.ifiorimusicali.jimdo.com,musica
http://www.iger.org,"Non classificato"
http://www.ilbosco.net/,"Istruzione e sostegno"
http://www.ilcenacolo-operaconcert.jimdo.com/,Spettacolo
http://www.ilmartinpescatore.org,"Non classificato"
http://www.ilmosaicocooperativa.com/,"Istruzione e sostegno"
http://www.ilmosaicocooperativa.com/,"Tutela dei cittadini"
http://www.ilnido.bo.it,musica
http://www.ilpettirosso.org/,"Non classificato"
http://www.ilpozzodelleidee.it,"Arte e cultura"
http://www.ilrifugiodelcanediponteronca.it/,"Tutela degli animali"
http://www.ilsognodistefano.it/,"associazione di donatori"
http://www.ilsognodistefano.it/,"Disabili e Handicap"
http://www.ilsognodistefano.it/,"Recupero e assistenza"
http://www.ilsognodistefano.it/,"Tutela dei cittadini"
http://www.ilsorriso-imola.it/,Donne
http://www.iltemporale.it,"Arte e cultura"
http://www.iltemporale.it,Spettacolo
http://www.ilventagliodiorav.eu,"Arte e cultura"
http://www.imolabbracciosolidale.it/,"associazione di donatori"
http://www.imolabbracciosolidale.it/,"commercio equo-solidale"
http://www.imolafolklore.com,musica
http://www.imolafolklore.com,"Tutela degli animali"
http://www.in-formazione.org/,"Istruzione e sostegno"
http://www.incauti.org,"Non classificato"
http://www.info-bo.it/,"Disabili e Handicap"
http://www.info-bo.it/,"Protezione civile"
http://www.info-bo.it/,"Recupero e assistenza"
http://www.informagiovani.fe.it,"Ricerca scientifica"
http://www.iniziativaeuropea.it,"Istruzione e sostegno"
http://www.iniziativaeuropea.it,"Tutela dei cittadini"
http://www.iniziativaparkinsoniani.it/,Donne
http://www.iniziativaparkinsoniani.it/,"Recupero e assistenza"
http://www.iniziativaparkinsoniani.it/,"Ricerca scientifica"
http://www.iniziativaparkinsoniani.it/,Volontariato
http://www.insalute.info/,"Istruzione e sostegno"
http://www.insiemeper.bo.it/,"associazione di donatori"
http://www.insiemeper.bo.it/,Famiglia
http://www.insiemeper.bo.it/,"Tutela degli animali"
http://www.insiemeper.bo.it/,"Tutela dei minori e adozioni"
http://www.inventatempo.it/,Spettacolo
http://www.ior.it,"Non classificato"
http://www.iperbole.bologna.it,Lavoro
http://www.iperbole.bologna.it,"Tutela degli animali"
http://www.iperput.org/,"Istruzione e sostegno"
http://www.iquattrocastelli.it,Lavoro
http://www.istitutograf.org,Medicina
http://www.istitutotincani.it,"Ricerca scientifica"
http://www.it2.it,Lavoro
http://www.italia-costarica.org/,"Non classificato"
http://www.italiacheraglia.com,"Arte e cultura"
http://www.italianaassistenza.it/,Donne
http://www.italianaassistenza.it/,"Recupero e assistenza"
http://www.italianaassistenza.it/,Volontariato
http://www.italo-americana.org,"Non classificato"
http://www.italobritannica.com,"Arte e cultura"
http://www.kaleidoscopefactory.eu,"Non classificato"
http://www.kicece.it/,"Non classificato"
http://www.lacaracola.it,sport
http://www.lacitta-delsole.org,Volontariato
http://www.lacittaverde.coop/,"Tutela dell'ambiente"
http://www.lacuccia.bo.it,"Non classificato"
http://www.laer.org/Index.htm,"Non classificato"
http://www.lafraternita.com,Volontariato
http://www.laltrocaffe.it,Altro
http://www.lalunanelpozzo.org,"Non classificato"
http://www.lamenteingioco.it/,"Non classificato"
http://www.lamusicainterna.it,musica
http://www.landeres.com,"Non classificato"
http://www.lanostraafrica.it,"Non classificato"
http://www.larcenciel.it/,"Arte e Cultura"
http://www.latino51.it/,Sport
http://www.lavallazza.it,Sport
http://www.lawandliterature.org,"Non classificato"
http://www.LECASEDIDANIELE.ORG,"Non classificato"
http://www.legaconsumatori.it/home.html,"Non classificato"
http://www.legambientebologna.org/,"Non classificato"
http://www.leganavale.bo.it,sport
http://www.legatumoribologna.it/,Medicina
http://www.lequercedi.it,Famiglia
http://www.levocidellaluna.it,"Arte e cultura"
http://www.liberomondo.org,"Non classificato"
http://www.libertasassistenza.it/,"Recupero e assistenza"
http://www.libertasassistenza.it/,Volontariato
http://www.link.bo.it,"Non classificato"
http://www.lisolache.it,"Tutela dei minori e adozioni"
http://www.lnd.it,sport
http://www.lotonlus.org,Medicina
http://www.lucanibo.it,"Arte e Cultura"
http://www.maneggiocavaioni.com,"Non classificato"
http://www.marchigianibologna.it/,"Non classificato"
http://www.marconifilatelico.it,Altro
http://www.marieleventre.it/,"Non classificato"
http://www.marzabotto2000.com/,"Non classificato"
http://www.mascellaro.info,"Arte e cultura"
http://www.mclbologna.it,Lavoro
http://www.mediazionefamiliare-cedim.it/,Famiglia
http://www.medicivitas.it,"Non classificato"
http://www.mediconadir.it,Medicina
http://www.menovelocitapiuvita.com,"Non classificato"
http://www.microimpresa.org/,"Non classificato"
http://www.micromacchina.it,"Tutela dei cittadini"
http://www.migrazioni.eu/,"Tutela dei cittadini"
http://www.mikrokosmos-cm.it,"Non classificato"
http://www.millearpeggi.it/,"Non classificato"
http://www.molinodelpallone.it,sport
http://www.mondodonna-onlus.it,"Non classificato"
http://www.mondogattobologna.org/,"Tutela degli animali"
http://www.montagnolabologna.it/,"Arte e cultura"
http://www.montecatone.com/,Medicina
http://www.montecatone.com/,"Recupero e assistenza"
http://www.montedelmatrimonio.it/,"Non classificato"
http://www.montesolebikegroup.it,"Non classificato"
http://www.msgassociation.org,"Non classificato"
http://www.museibologna.it/,"Arte e cultura"
http://www.musicaindozza.it,musica
http://www.musicarti.it,"Non classificato"
http://www.namaste-adozioni.org,"Associazione no profit"
http://www.namaste-adozioni.org,Famiglia
http://www.namaste-adozioni.org,"Protezione civile"
http://www.naturalisti-ubn.it,"Tutela dell'ambiente"
http://www.nettunia1954.it/,"Non classificato"
http://www.nextgenerationitaly.tk,"Non classificato"
http://www.nexusemiliaromagna.org,"Arte e cultura"
http://www.nexusemiliaromagna.org,"Tutela dei cittadini"
http://www.nippop.it,"Arte e cultura"
http://www.noemacongressi.it,Altro
http://www.noinsiemeascherazad.it/,"Non classificato"
http://www.nonandremomaintv.it,Altro
http://www.nonprofit.viainternet.org,Lavoro
http://www.noprofit.org,Lavoro
http://www.notelegali.it,musica
http://www.nuovamente.org,Altro
http://www.nuovonuoto.it/,sport
http://www.oaser.it,Lavoro
http://www.oasifelinabologna.it/,"Tutela degli animali"
http://www.odsbologna.it,"commercio equo-solidale"
http://www.odsbologna.it,"Disabili e Handicap"
http://www.odsbologna.it,"Recupero e assistenza"
http://www.oftaunibologna.it,"Istruzione e sostegno"
http://www.oftaunibologna.it,"Ricerca scientifica"
http://www.oltremodo.eu/,"Istruzione e sostegno"
http://www.onefamilygroup.eu,"Non classificato"
http://www.onlus-harambee.com,"Non classificato"
http://www.opengroup.eu/,"Disabili e Handicap"
http://www.opengroup.eu/,"Recupero e assistenza"
http://www.operapadremarella.it/,Volontariato
http://www.opimm.it/,Lavoro
http://www.organiantichi.org/,Musica
http://www.orsaminore.org,Volontariato
http://www.orsicinesi.org,"Tutela degli animali"
http://www.ozzanesecalcio.com/inizio.htm,Sport
http://www.pacb.it,Volontariato
http://www.padri.it/,Famiglia
http://www.panicarte.com,"Non classificato"
http://www.parrocchiadizolino.it,"Arte e Cultura"
http://www.passopasso.it/,"Disabili e Handicap"
http://www.pasta-granarolo.net,"Non classificato"
http://www.patbologna.it/,"Non classificato"
http://www.patronato.acli.it/sedi.asp?azione=vediSede&idSede=637,Lavoro
http://www.patronato.acli.it/sedi.asp?azione=vediSede&idSede=637,"Tutela dei cittadini"
http://www.pattugliecittadine.it/,"Tutela dei cittadini"
http://www.peacegamesuisp.org/,"Non classificato"
http://www.pedalebolognese.it/,"Non classificato"
http://www.percorsimentecorpo.vpsite.it,"Non classificato"
http://www.percorsovitale.it,Spettacolo
http://www.perindbo.org,"Non classificato"
http://www.perluca.it/,"Disabili e Handicap"
http://www.perluca.it/,"Recupero e assistenza"
http://www.pgmbologna.com,"Arte e cultura"
http://www.pgmbologna.com,"Associazione no profit"
http://www.pgsima.it,Sport
http://www.piantiamolamemoria.org,"Non classificato"
http://www.piazzagrande.it/,Lavoro
http://www.piccoligrandicuori.it,"Recupero e assistenza"
http://www.piccoloformato.it,"Arte e Cultura"
http://www.planimetrieculturali.org,"Non classificato"
http://www.poggisub.it,"Protezione civile"
http://www.polisportivalame.bologna.it,"Associazione no profit"
http://www.polisportivalame.bologna.it,sport
http://www.polisportivaondablu.it,"Non classificato"
http://www.polisportivapaolopoggi.it,sport
http://www.polisportivapontelungo.it/,"Non classificato"
http://www.polisportivazola.it/,sport
http://www.pontevecchiobologna.it/,sport
http://www.porrettacinema.com,Spettacolo
http://www.postfiera.org/,"Arte e Cultura"
http://www.poverivergognosi.it/,"associazione di donatori"
http://www.preludio.org,musica
http://www.presidentbologna.it,Lavoro
http://www.prestitoinpdap.org/inpdap-bologna.php,Lavoro
http://www.primola.it,"Non classificato"
http://www.privatassistenza.it/bologna/centro-bologna/,"Recupero e assistenza"
http://www.privatassistenza.it/bologna/centro-bologna/,Volontariato
http://www.progettosquola.it,"Non classificato"
http://www.progressocalcio.it,sport
http://www.prolocobadi.it,"Non classificato"
http://WWW.PROLOCOBUDRIO.IT,"Non classificato"
http://www.prolocodicrevalcore.it,"Non classificato"
http://www.prolocomedicina.net,"Non classificato"
http://www.prolocomolinella.it,"Non classificato"
http://www.prolocovilladaiano.it,"Arte e Cultura"
http://www.prolocozola.it,Volontariato
http://www.prolocozzano.it,"Arte e Cultura"
http://www.prolocozzano.it,Volontariato
http://www.pronaturabologna.org,"Protezione civile"
http://www.proriola.com,"Non classificato"
http://www.protezionecivile.bo.it,Volontariato
http://www.protezionecivile.gov.it,"Protezione civile"
http://www.provincia.fc.it,Famiglia
http://www.provincia.ra.it,"Non classificato"
http://www.provincia.re.it,"Protezione civile"
http://www.psdp.it/in-italia/bologna,"Recupero e assistenza"
http://www.psicologiadellenarrazioni.it,"Istruzione e sostegno"
http://www.psicopopoli-er.it,musica
http://www.psicopopoli-er.it,"Protezione civile"
http://www.psy-care.org/,"Recupero e assistenza"
http://www.psy-care.org/,Volontariato
http://www.puntoequo.org,"commercio equo-solidale"
http://www.radioimmaginaria.it,"Non classificato"
http://www.raggiungere.it/,"Recupero e assistenza"
http://www.ramazzini.org/,"Ricerca scientifica"
http://www.rangersbologna.it/,"Disabili e Handicap"
http://www.rangersbologna.it/,Sport
http://www.rebertoldo.org,Sport
http://www.regione.emilia-romagna.it,"Non classificato"
http://www.remidabologna.it,"Arte e Cultura"
http://www.remidabologna.it,"commercio equo-solidale"
http://www.renorugby.it,"Associazione no profit"
http://www.residenzefemminilibologna.it/,Donne
http://www.residenzefemminilibologna.it/,"Recupero e assistenza"
http://www.retemalattierare.it,"Recupero e assistenza"
http://www.retinitepigmentosa.it/,"Non classificato"
http://www.ricordimusicschool.com,musica
http://www.ristretti.it,"Non classificato"
http://www.rivistadipsichiatria.it,"Non classificato"
http://www.roccadeibentivoglio.it,"Arte e cultura"
http://www.roccadiroffeno.it,"Non classificato"
http://www.romilia.it,"Non classificato"
http://www.saer.org/,"Protezione civile"
http://www.saer.org/,Volontariato
http://www.saggiatoremusicale.it,musica
http://www.saltinbanco.it,Spettacolo
http://www.salusbasket.it,sport
http://www.saluter.it,"Recupero e assistenza"
http://www.saluter.it,Volontariato
http://www.san-biagio.it/,"Non classificato"
http://WWW.SANCRISTOFOROZZANO.ORG/,"Arte e cultura"
http://www.sanlazzarosociale.it,"Protezione civile"
http://www.sanlazzarosociale.it,"Recupero e assistenza"
http://www.sannacaterina.net/,Donne
http://www.sannacaterina.net/,"Recupero e assistenza"
http://www.sannacaterina.net/,Volontariato
http://www.sassomarconibaseball.it/,"Ricerca scientifica"
http://www.sav.bologna.it/,Famiglia
http://www.sav.bologna.it/,"Istruzione e sostegno"
http://www.sav.bologna.it/,"Protezione civile"
http://www.sav.bologna.it/,"Tutela dei cittadini"
http://www.savenasettasambro.com,"Arte e cultura"
http://www.savethechildren.it,"Tutela dei minori e adozioni"
http://www.savethechildren.it,Volontariato
http://www.schermaimola.it,sport
http://www.scholacantorumbazzano.it,musica
http://www.scoiattolo.org/,Volontariato
http://www.scomunicati.org/,"Non classificato"
http://www.scoutlamura.it,"Tutela dei cittadini"
http://WWW.SCUOLADIMUSICALEONARDBERNSTEIN.IT,Musica
http://www.scuoladisportcinquecerchi.it,"Associazione no profit"
http://www.scuoladisportcinquecerchi.it,"Istruzione e sostegno"
http://www.sdseducational.org,Sport
http://www.seacoop.coop,"Non classificato"
http://www.selenecentrostudi.it,sport
http://www.senzaconfinitaly.com,"Arte e cultura"
http://www.senzailbanco.it/Cooperativa%20Senza%20Il%20Banco/CoopSenzailBancoHome.html,Famiglia
http://www.settimadiminuita.it,"Arte e cultura"
http://www.shakti-ballando.com/,sport
http://www.shape.bo.it,"Non classificato"
http://www.siamotuttipedoni.it,"Non classificato"
http://www.siem-online.it,"Non classificato"
http://www.simplyfood.it,"Non classificato"
http://www.sindromedipoland.org/,Medicina
http://www.sindromedipoland.org/,Volontariato
http://www.slowfoodbologna.it/,musica
http://www.slowfoodbologna.it/,Spettacolo
http://www.societaaperta.info/,Donne
http://www.societaaperta.info/,"Recupero e assistenza"
http://www.societaaperta.info/,"Tutela degli animali"
http://www.societaaperta.info/,Volontariato
http://www.societadolce.it/,"Istruzione e sostegno"
http://www.societartigiana.it/,"commercio equo-solidale"
http://www.socrem.bologna.it/,"Non classificato"
http://www.sognamondo.it,"Non classificato"
http://www.sokos.it/,"Non classificato"
http://www.solcoimola.it/,Lavoro
http://www.solcoinsieme.coop/,Donne
http://www.solcoinsieme.coop/,"Tutela dei cittadini"
http://www.solcoinsieme.coop/,Volontariato
http://www.solidarietafamiliare.it/home_page.asp,"Non classificato"
http://www.spartacusbologna.it,sport
http://www.spaziodanza.info,"Associazione no profit"
http://www.spaziodanza.info,"Istruzione e sostegno"
http://www.spaziodanza.info,musica
http://www.spaziodanza.info,"Ricerca scientifica"
http://www.spaziodanza.info,Volontariato
http://www.spazioindue.org,"Non classificato"
http://www.spaziolabo.it,Altro
http://www.spmii.it/,musica
http://www.sportdeafbo.com/,sport
http://www.sportexperience.it/homew.asp,sport
http://www.stellanostra.com,Donne
http://www.stellanostra.com,"Istruzione e sostegno"
http://www.stellanostra.com,"Protezione civile"
http://www.stellanostra.com,"Tutela dei cittadini"
http://www.stellanostra.com,Volontariato
http://www.stomia.it,Volontariato
http://www.studiosoundlab.com,musica
http://www.studistorici.com,"Arte e cultura"
http://www.studistorici.com,"Istruzione e sostegno"
http://www.succedesoloabologna.it,"Arte e cultura"
http://www.superbass.it/,Donne
http://www.superbass.it/,"Recupero e assistenza"
http://www.superbass.it/,Volontariato
http://www.tavoladelledonne.com,"Non classificato"
http://www.teatrodei25.jimdo.com,Spettacolo
http://www.teatrodelletemperie.com/site/,"Non classificato"
http://www.teatrodelpratello.it,Spettacolo
http://www.teatronecessario.it/,Spettacolo
http://www.teatronucleo.org,Spettacolo
http://www.telefonoamicobologna.it/,"Non classificato"
http://www.telefonoblu.it/emiliaromagna/bologna/,"Non classificato"
http://www.telestreet.it,"Non classificato"
http://www.temenosjunghiano.com,"Non classificato"
http://www.tenniscamplizzano.it,"Associazione no profit"
http://www.tenniscamplizzano.it,sport
http://www.terzadecade.it,"Non classificato"
http://www.testoniragazzi.it/,"Arte e cultura"
http://www.testoniragazzi.it/,"associazione di donatori"
http://www.testoniragazzi.it/,Spettacolo
http://www.tossignano.it,"Non classificato"
http://www.tramaditerre.org,"Non classificato"
http://www.tutelanimalibologna.it,"Tutela degli animali"
http://www.tuttinsieme.org,"Non classificato"
http://www.uicbologna.it/,"Protezione civile"
http://www.uildmbo.org/,Medicina
http://www.uildmbo.org/,"Recupero e assistenza"
http://www.uildmbo.org/,"Ricerca scientifica"
http://www.uisp.it,sport
http://www.uispbologna.it,sport
http://www.unanimaleperamico.it,"Non classificato"
http://www.unasam.it/,"Disabili e Handicap"
http://www.universitaprimolevi.it,"Non classificato"
http://www.universointerculturale.it,"Arte e cultura"
http://www.univocbologna.it/,Volontariato
http://www.unms.it/,"Tutela dei cittadini"
http://www.unms.it/,Volontariato
http://www.unpassodopolaltro.com,"Non classificato"
http://www.up.aci.it/bologna/,sport
http://www.upcalderara.com,"Non classificato"
http://www.upcm.it/,"Non classificato"
http://www.uppi-bologna.it/,"Non classificato"
http://www.urca.it/consiglio-provinciale-bologna/,"Non classificato"
http://www.usap.it/,sport
http://www.uszinellacsi.it,"Associazione no profit"
http://www.uszinellacsi.it,sport
http://www.uvapassa.org,Volontariato
http://www.valgattara.it,Volontariato
http://www.venenta.com/,"Non classificato"
http://www.viadepoeti.it,"Non classificato"
http://www.videsitalia.it,Donne
http://www.videsitalia.it,Volontariato
http://www.vigilfuocobazzano.tk/,"Non classificato"
http://www.villabernaroli.it,"Recupero e assistenza"
http://www.villadallolio.it,"Recupero e assistenza"
http://www.villagetennisclub.it,sport
http://www.villanovavolley.com/,sport
http://www.villatorchi.it/,"Recupero e assistenza"
http://www.virtualcoop.net,Lavoro
http://www.visibilia.org/,Donne
http://www.vitenuove.org/,"Non classificato"
http://www.vittimologia.it/vittimologia/set_attivita.htm,Donne
http://www.viveremeglio.org,"Non classificato"
http://www.viveresenzastomaco.org,Medicina
http://www.volabo.it/,Volontariato
http://www.volabologna.it/it/,"Non classificato"
http://www.volanelcuore.it,"Tutela dei minori e adozioni"
http://www.volhand.it/,Disabili/Handicap
http://www.volhand.it/,Volontariato
http://www.volontariminerva.it,"Protezione civile"
http://www.vuotiarendere.it,"Non classificato"
http://www.wehelpyou.it/,Medicina
http://www.worlddiving.it,sport
http://www.xeniabo.org,"Non classificato"
http://www.xing.it,"Arte e Cultura"
http://www.yfcitalia.org/,"Istruzione e sostegno"
http://www.you-net.eu,"Non classificato"
http://www.youkali.it,"Non classificato"
http://www.zerocento.coop/,"Recupero e assistenza"
http://www.zerocento.coop/,"Tutela dei minori e adozioni"
http://www.zimmerfrei.co.it,"Non classificato"
http://www2.provincia.bologna.it,"Non classificato"
https://circoloravone.wordpress.com,Lavoro
https://ilprogettoalice.wordpress.com/,"Istruzione e sostegno"
https://ilprogettoalice.wordpress.com/,Volontariato
https://isfbologna.wordpress.com/,Volontariato
https://poggeschiperilcarcere.wordpress.com/,"Tutela dei cittadini"
https://sites.google.com/site/acuemiliaromagna3/,"Tutela dei cittadini"
